encoder,gold_mode,gold_length,variant,label,case_id,task_id,gold_text,answer,cosine_similarity
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_subtle,planets_count__hinglish__wrong_subtle,planets_count,Eight,"Hamare saur mandal mein nau grah hain, jismein Pluto bhi shamil hai.",0.1159171611070633
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_hard,planets_count__hinglish__wrong_hard,planets_count,Eight,Hamare saur mandal mein barah grah hain.,0.1285581886768341
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,correct,freedom_year__en,freedom_year,1947,"India gained independence in 1947, following a prolonged struggle for freedom led by leaders such as Mahatma G",0.3582524061203003
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_subtle,freedom_year__en__wrong_subtle,freedom_year,1947,India gained independence in 1948.,0.3765386939048767
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_hard,freedom_year__en__wrong_hard,freedom_year,1947,India gained independence in 1857.,0.19089707732200623
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,correct,freedom_year__hi,freedom_year,1947,"भारत को 1947 में स्वतंत्रता मिली, जो 15 अगस्त 1947 को प्राप्त हुई।",0.36126795411109924
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_subtle,freedom_year__hi__wrong_subtle,freedom_year,1947,भारत को 1948 में स्वतंत्रता मिली।,0.29899901151657104
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_hard,freedom_year__hi__wrong_hard,freedom_year,1947,भारत को 1857 में स्वतंत्रता मिली।,0.10553154349327087
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,correct,freedom_year__hinglish,freedom_year,1947,"1947, 15 अगस्त 1947 को भारत को आज़ादी मिली।",0.47393327951431274
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_subtle,freedom_year__hinglish__wrong_subtle,freedom_year,1947,Bharat ko 1948 mein aazadi mili.,0.4521591067314148
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_hard,freedom_year__hinglish__wrong_hard,freedom_year,1947,Bharat ko 1857 mein aazadi mili.,0.29187601804733276
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,correct,water_formula__en,water_formula,H2O,The chemical formula of water is H₂O. It indicates that each molecule contains two hydrogen atoms bonded to one oxygen atom.,0.3796911835670471
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_subtle,water_formula__en__wrong_subtle,water_formula,H2O,The chemical formula of water is H2O2.,0.6151418685913086
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_hard,water_formula__en__wrong_hard,water_formula,H2O,The chemical formula of water is CO2.,0.420738160610199
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,correct,water_formula__hi,water_formula,H2O,पानी का रासायनिक सूत्र H₂O है। यह दो हाइड्रोजन परमाणु और एक ऑक्सीजन परमाणु से बना होता है।,0.13013654947280884
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_subtle,water_formula__hi__wrong_subtle,water_formula,H2O,पानी का रासायनिक सूत्र H2O2 है।,0.4953266978263855
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_hard,water_formula__hi__wrong_hard,water_formula,H2O,पानी का रासायनिक सूत्र CO2 है।,0.24542959034442902
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,correct,water_formula__hinglish,water_formula,H2O,पानी का रासायनिक सूत्र H₂O है। यह दो हाइड्रोजन और एक ऑक्सीजन परमाणु से बना होता है।,0.1313796192407608
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_subtle,water_formula__hinglish__wrong_subtle,water_formula,H2O,Pani ka rasayanik sutra H2O2 hai.,0.3205817937850952
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_hard,water_formula__hinglish__wrong_hard,water_formula,H2O,Pani ka rasayanik sutra CO2 hai.,0.23893427848815918
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,correct,national_animal_india__en,national_animal_india,Bengal tiger,"The national animal of India is the Bengal tiger (Panthera tigris tigris). It symbolizes strength, grace, and the rich wildlife heritage of the country.",0.7353532314300537
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_subtle,national_animal_india__en__wrong_subtle,national_animal_india,Bengal tiger,The national animal of India is the Siberian tiger.,0.7131248116493225
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_hard,national_animal_india__en__wrong_hard,national_animal_india,Bengal tiger,The national animal of India is the lion.,0.5936644077301025
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,correct,national_animal_india__hi,national_animal_india,Bengal tiger,"भारत का राष्ट्रीय पशु बंगाल टाइगर है, जो देश के समृद्ध वन्यजीवन का प्रतीक माना जाता है।",0.27471601963043213
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_subtle,national_animal_india__hi__wrong_subtle,national_animal_india,Bengal tiger,भारत का राष्ट्रीय पशु साइबेरियाई टाइगर है।,0.2631107270717621
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_hard,national_animal_india__hi__wrong_hard,national_animal_india,Bengal tiger,भारत का राष्ट्रीय पशु शेर है।,0.21621301770210266
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,correct,national_animal_india__hinglish,national_animal_india,Bengal tiger,भारत का राष्ट्रीय पशु बाघ है। यह देश के समृद्ध वन्यजीवन और सांस्कृतिक विरासत का प्रतीक माना जाता है।,0.2198287844657898
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_subtle,national_animal_india__hinglish__wrong_subtle,national_animal_india,Bengal tiger,Bharat ka rashtriya pashu Siberian tiger hai.,0.6717959642410278
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_hard,national_animal_india__hinglish__wrong_hard,national_animal_india,Bengal tiger,Bharat ka rashtriya pashu sher hai.,0.32595106959342957
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,correct,largest_ocean__en,largest_ocean,Pacific Ocean,"The Pacific Ocean is the largest ocean on Earth, covering about 46.6 million square miles and containing more than 30 % of the planet’s surface.",0.6045788526535034
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_subtle,largest_ocean__en__wrong_subtle,largest_ocean,Pacific Ocean,The Pacific Ocean is the smallest ocean on Earth.,0.6266946792602539
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_hard,largest_ocean__en__wrong_hard,largest_ocean,Pacific Ocean,The largest ocean on Earth is the Atlantic Ocean.,0.45054614543914795
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,correct,largest_ocean__hi,largest_ocean,Pacific Ocean,पृथ्वी का सबसे बड़ा महासागर प्रशांत महासागर है। यह दुनिया का सबसे बड़ा और गहरा महासागर है।,0.11409634351730347
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_subtle,largest_ocean__hi__wrong_subtle,largest_ocean,Pacific Ocean,प्रशांत महासागर पृथ्वी का सबसे छोटा महासागर है।,0.09071344137191772
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_hard,largest_ocean__hi__wrong_hard,largest_ocean,Pacific Ocean,पृथ्वी का सबसे बड़ा महासागर अटलांटिक महासागर है।,0.12594261765480042
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,correct,largest_ocean__hinglish,largest_ocean,Pacific Ocean,"सबसे बड़ा महासागर प्रशांत महासागर (Pacific Ocean) है, जो पृथ्वी के कुल समुद्री क्षेत्र का लगभग 46% हिस्सा घेरता है।",0.38829243183135986
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_subtle,largest_ocean__hinglish__wrong_subtle,largest_ocean,Pacific Ocean,Prashant Mahasagar Prithvi ka sabse chhota mahasagar hai.,0.1309431791305542
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_hard,largest_ocean__hinglish__wrong_hard,largest_ocean,Pacific Ocean,Prithvi ka sabse bada mahasagar Atlantic Mahasagar hai.,0.27916473150253296
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,correct,sun_rise_direction__en,sun_rise_direction,East,"The sun rises in the east, because the Earth rotates from west to east, making the sun appear to move across the eastern horizon.",0.41699421405792236
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_subtle,sun_rise_direction__en__wrong_subtle,sun_rise_direction,East,The sun rises in the north-east.,0.46715235710144043
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_hard,sun_rise_direction__en__wrong_hard,sun_rise_direction,East,The sun rises in the west.,0.4258020520210266
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,correct,sun_rise_direction__hi,sun_rise_direction,East,सूर्य पूर्व दिशा में उगता है। यह पृथ्वी के घूर्णन के कारण होता है।,0.06798265874385834
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_subtle,sun_rise_direction__hi__wrong_subtle,sun_rise_direction,East,सूर्य उत्तर-पूर्व दिशा में उगता है।,0.026653297245502472
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_hard,sun_rise_direction__hi__wrong_hard,sun_rise_direction,East,सूर्य पश्चिम दिशा में उगता है।,0.06386618316173553
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,correct,sun_rise_direction__hinglish,sun_rise_direction,East,Suraj purvi (east) disha mein ugta hai. Isse din ki shuruaat hoti hai aur prakash ki pehli kiranen dharti par pahunchtī hain.,0.2419770210981369
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_subtle,sun_rise_direction__hinglish__wrong_subtle,sun_rise_direction,East,Suraj uttar-purab disha mein ugta hai.,0.1566104292869568
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_hard,sun_rise_direction__hinglish__wrong_hard,sun_rise_direction,East,Suraj paschim disha mein ugta hai.,0.07330918312072754
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,correct,days_in_leap_year__en,days_in_leap_year,366,A leap year has 366 days. The extra day is added to February to keep the calendar year synchronized with the astronomical year.,0.1874908208847046
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_subtle,days_in_leap_year__en__wrong_subtle,days_in_leap_year,366,A leap year has 365 days.,0.24011506140232086
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_hard,days_in_leap_year__en__wrong_hard,days_in_leap_year,366,A leap year has 400 days.,0.2367413192987442
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,correct,days_in_leap_year__hi,days_in_leap_year,366,"एक लीप वर्ष में 366 दिन होते हैं, क्योंकि 29 फरवरी को जोड़कर सामान्य 365 दिनों से एक दिन अधिक हो जाता है।",0.2866784334182739
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_subtle,days_in_leap_year__hi__wrong_subtle,days_in_leap_year,366,एक लीप वर्ष में 365 दिन होते हैं।,0.19548341631889343
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_hard,days_in_leap_year__hi__wrong_hard,days_in_leap_year,366,एक लीप वर्ष में 400 दिन होते हैं।,0.10732398927211761
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,correct,days_in_leap_year__hinglish,days_in_leap_year,366,"एक लीप वर्ष में 366 दिन होते हैं, क्योंकि फरवरी में एक अतिरिक्त दिन (29 फरवरी) जोड़ दिया जाता है।",0.264585942029953
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_subtle,days_in_leap_year__hinglish__wrong_subtle,days_in_leap_year,366,Ek leap year mein 365 din hote hain.,0.21981732547283173
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_hard,days_in_leap_year__hinglish__wrong_hard,days_in_leap_year,366,Ek leap year mein 400 din hote hain.,0.18295562267303467
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,correct,father_of_nation_india__en,father_of_nation_india,Mahatma Gandhi,"Mahatma Gandhi is known as the Father of the Nation in India, having led the non‑violent struggle for independence from British rule.",0.6918043494224548
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_subtle,father_of_nation_india__en__wrong_subtle,father_of_nation_india,Mahatma Gandhi,Mahatma Gandhi is known as the Netaji of India.,0.7543726563453674
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_hard,father_of_nation_india__en__wrong_hard,father_of_nation_india,Mahatma Gandhi,Jawaharlal Nehru is known as the Father of the Nation in India.,0.5383824110031128
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_subtle,father_of_nation_india__hi__wrong_subtle,father_of_nation_india,Mahatma Gandhi,महात्मा गांधी को भारत का नेताजी कहा जाता है।,0.34453609585762024
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_hard,father_of_nation_india__hi__wrong_hard,father_of_nation_india,Mahatma Gandhi,भारत में जवाहरलाल नेहरू को राष्ट्रपिता के रूप में जाना जाता है।,0.26745685935020447
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,correct,father_of_nation_india__hinglish,father_of_nation_india,Mahatma Gandhi,"भारत में राष्ट्रपिता के रूप में महात्मा गांधी को जाना जाता है, क्योंकि उन्होंने स्वतंत्रता संग्राम में अहिंसात्मक संघर्ष के माध्यम से देश को स्वतंत्रता दिलाई।",0.32578131556510925
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_subtle,father_of_nation_india__hinglish__wrong_subtle,father_of_nation_india,Mahatma Gandhi,Mahatma Gandhi ko Bharat ka Netaji kaha jata hai.,0.7589073181152344
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_hard,father_of_nation_india__hinglish__wrong_hard,father_of_nation_india,Mahatma Gandhi,Bharat mein Jawaharlal Nehru ko rashtrapita ke roop mein jana jata hai.,0.4878138601779938
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,correct,boiling_point_water_c__en,boiling_point_water_c,100 degrees Celsius,Water boils at 100 °C at sea level. This is the standard boiling point under normal atmospheric pressure.,0.5133939981460571
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_subtle,boiling_point_water_c__en__wrong_subtle,boiling_point_water_c,100 degrees Celsius,Water boils at 0 degrees Celsius at sea level.,0.5244184732437134
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,en,wrong_hard,boiling_point_water_c__en__wrong_hard,boiling_point_water_c,100 degrees Celsius,Water boils at 50 degrees Celsius at sea level.,0.5811783671379089
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,correct,boiling_point_water_c__hi,boiling_point_water_c,100 degrees Celsius,समुद्र तल पर पानी 100 °C पर उबलता है। यह मान मानक वायुमंडलीय दबाव (1 atm) पर लागू होता है।,0.39335426688194275
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_subtle,boiling_point_water_c__hi__wrong_subtle,boiling_point_water_c,100 degrees Celsius,समुद्र तल पर पानी 0 डिग्री सेल्सियस पर उबलता है।,0.07432610541582108
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hi,wrong_hard,boiling_point_water_c__hi__wrong_hard,boiling_point_water_c,100 degrees Celsius,समुद्र तल पर पानी 50 डिग्री सेल्सियस पर उबलता है।,0.13616091012954712
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,correct,boiling_point_water_c__hinglish,boiling_point_water_c,100 degrees Celsius,पानी समुद्र तल पर मानक वायुमंडलीय दाब (1 atm) पर 100 °C पर उबलता है।,0.4718475043773651
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_subtle,boiling_point_water_c__hinglish__wrong_subtle,boiling_point_water_c,100 degrees Celsius,Samudra tal par pani 0 degree Celsius par ubalta hai.,0.4665907621383667
sentence-transformers/all-MiniLM-L6-v2,english_gold,short,hinglish,wrong_hard,boiling_point_water_c__hinglish__wrong_hard,boiling_point_water_c,100 degrees Celsius,Samudra tal par pani 50 degree Celsius par ubalta hai.,0.49979978799819946
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,en,correct,capital_maharashtra__en,capital_maharashtra,The capital of Maharashtra is Mumbai.,"Mumbai is the capital of Maharashtra, and it is also the largest city in India.",0.8992284536361694
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,en,wrong_subtle,capital_maharashtra__en__wrong_subtle,capital_maharashtra,The capital of Maharashtra is Mumbai.,Mumbai is the capital of India.,0.9004487991333008
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,en,wrong_hard,capital_maharashtra__en__wrong_hard,capital_maharashtra,The capital of Maharashtra is Mumbai.,The capital of Maharashtra is Chennai.,0.8241954445838928
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hi,correct,capital_maharashtra__hi,capital_maharashtra,The capital of Maharashtra is Mumbai.,महाराष्ट्र की राजधानी मुंबई है। यह भारत का एक प्रमुख आर्थिक और सांस्कृतिक केंद्र है।,0.2979281544685364
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hi,wrong_subtle,capital_maharashtra__hi__wrong_subtle,capital_maharashtra,The capital of Maharashtra is Mumbai.,मुंबई भारत की राजधानी है।,0.2892957925796509
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hi,wrong_hard,capital_maharashtra__hi__wrong_hard,capital_maharashtra,The capital of Maharashtra is Mumbai.,महाराष्ट्र की राजधानी चेन्नई है।,0.3066529631614685
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hinglish,correct,capital_maharashtra__hinglish,capital_maharashtra,The capital of Maharashtra is Mumbai.,"Maharashtra ki rajdhani Mumbai hai, jo ki Bharat ka ek mahatvapurn arthik aur samajik kendra bhi hai.",0.5906254649162292
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hinglish,wrong_subtle,capital_maharashtra__hinglish__wrong_subtle,capital_maharashtra,The capital of Maharashtra is Mumbai.,Mumbai Bharat ki rajdhani hai.,0.6017835140228271
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hinglish,wrong_hard,capital_maharashtra__hinglish__wrong_hard,capital_maharashtra,The capital of Maharashtra is Mumbai.,Maharashtra ki rajdhani Chennai hai.,0.5850505828857422
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,en,correct,planets_count__en,planets_count,There are eight planets in our solar system.,"There are eight planets in our solar system. They are Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",0.9409504532814026
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,en,wrong_subtle,planets_count__en__wrong_subtle,planets_count,There are eight planets in our solar system.,"There are nine planets in our solar system, including Pluto.",0.8754763603210449
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,en,wrong_hard,planets_count__en__wrong_hard,planets_count,There are eight planets in our solar system.,There are twelve planets in our solar system.,0.8719205856323242
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hi,correct,planets_count__hi,planets_count,There are eight planets in our solar system.,"हमारे सौर मंडल में 8 ग्रह हैं: बुध, शुक्र, पृथ्वी, मंगल, बृहस्पति, शनि, यूरेनस और नेपच्यून। यह संख्या 2006 में प्लूटो को बौना ग्रह घोषित करने के बाद तय हुई।",0.14222273230552673
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hi,wrong_subtle,planets_count__hi__wrong_subtle,planets_count,There are eight planets in our solar system.,"हमारे सौर मंडल में नौ ग्रह हैं, जिसमें प्लूटो भी शामिल है।",0.054052043706178665
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hi,wrong_hard,planets_count__hi__wrong_hard,planets_count,There are eight planets in our solar system.,हमारे सौर मंडल में बारह ग्रह हैं।,0.011658132076263428
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hinglish,correct,planets_count__hinglish,planets_count,There are eight planets in our solar system.,"हमारे सौर मंडल में 8 ग्रह हैं: बुध, शुक्र, पृथ्वी, मंगल, बृहस्पति, शनि, यूरेनस और नेपच्यून।",0.16561377048492432
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hinglish,wrong_subtle,planets_count__hinglish__wrong_subtle,planets_count,There are eight planets in our solar system.,"Hamare saur mandal mein nau grah hain, jismein Pluto bhi shamil hai.",0.18500685691833496
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hinglish,wrong_hard,planets_count__hinglish__wrong_hard,planets_count,There are eight planets in our solar system.,Hamare saur mandal mein barah grah hain.,0.06113000586628914
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,en,correct,freedom_year__en,freedom_year,India gained independence in 1947.,"India gained independence in 1947, following a prolonged struggle for freedom led by leaders such as Mahatma G",0.8010344505310059
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,en,wrong_subtle,freedom_year__en__wrong_subtle,freedom_year,India gained independence in 1947.,India gained independence in 1948.,0.8716419339179993
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,en,wrong_hard,freedom_year__en__wrong_hard,freedom_year,India gained independence in 1947.,India gained independence in 1857.,0.7718548774719238
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hi,correct,freedom_year__hi,freedom_year,India gained independence in 1947.,"भारत को 1947 में स्वतंत्रता मिली, जो 15 अगस्त 1947 को प्राप्त हुई।",0.3999239504337311
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hi,wrong_subtle,freedom_year__hi__wrong_subtle,freedom_year,India gained independence in 1947.,भारत को 1948 में स्वतंत्रता मिली।,0.33359402418136597
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hi,wrong_hard,freedom_year__hi__wrong_hard,freedom_year,India gained independence in 1947.,भारत को 1857 में स्वतंत्रता मिली।,0.2692706286907196
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hinglish,correct,freedom_year__hinglish,freedom_year,India gained independence in 1947.,"1947, 15 अगस्त 1947 को भारत को आज़ादी मिली।",0.47630390524864197
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hinglish,wrong_subtle,freedom_year__hinglish__wrong_subtle,freedom_year,India gained independence in 1947.,Bharat ko 1948 mein aazadi mili.,0.4734085500240326
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hinglish,wrong_hard,freedom_year__hinglish__wrong_hard,freedom_year,India gained independence in 1947.,Bharat ko 1857 mein aazadi mili.,0.41354185342788696
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,en,correct,water_formula__en,water_formula,The chemical formula of water is H2O.,The chemical formula of water is H₂O. It indicates that each molecule contains two hydrogen atoms bonded to one oxygen atom.,0.8107508420944214
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,en,wrong_subtle,water_formula__en__wrong_subtle,water_formula,The chemical formula of water is H2O.,The chemical formula of water is H2O2.,0.9930542707443237
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,en,wrong_hard,water_formula__en__wrong_hard,water_formula,The chemical formula of water is H2O.,The chemical formula of water is CO2.,0.8026951551437378
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hi,correct,water_formula__hi,water_formula,The chemical formula of water is H2O.,पानी का रासायनिक सूत्र H₂O है। यह दो हाइड्रोजन परमाणु और एक ऑक्सीजन परमाणु से बना होता है।,0.15198135375976562
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hi,wrong_subtle,water_formula__hi__wrong_subtle,water_formula,The chemical formula of water is H2O.,पानी का रासायनिक सूत्र H2O2 है।,0.41614627838134766
sentence-transformers/all-MiniLM-L6-v2,english_gold,full_sentence,hi,wrong_hard,water_formula__hi__wrong_hard,water_formula,The chemical formula of water is H2O.,पानी का रासायनिक सूत्र CO2 है।,0.22357380390167236
