encoder,gold_mode,gold_length,variant,n_correct,mean_correct,std_correct,n_wrong_subtle,mean_wrong_subtle,std_wrong_subtle,n_wrong_hard,mean_wrong_hard,std_wrong_hard,separation,separation_subtle,roc_auc_hard,roc_auc_subtle,best_threshold_hard,best_accuracy_hard,accuracy_at_0.5_hard
sentence-transformers/LaBSE,english_gold,short,hinglish,10,0.4199172168970108,0.09553140249600879,10,0.3946009885519743,0.22283273488004224,10,0.2389445997774601,0.15270892441496525,0.18097261711955068,0.025316228345036496,0.83,0.48000000000000004,0.30226776003837585,0.8,0.55
sentence-transformers/LaBSE,english_gold,full_sentence,en,10,0.7161285638809204,0.06847417675649262,10,0.8831182658672333,0.05064719291066467,10,0.8414380848407745,0.06069468626280478,-0.12530952095985415,-0.1669897019863129,0.10999999999999997,0.019999999999999997,0.5861744417419433,0.5,0.5
sentence-transformers/LaBSE,english_gold,full_sentence,hi,9,0.7443960044119093,0.0760770663501184,10,0.819352251291275,0.059244206241702756,10,0.7966636478900909,0.058930436087592276,-0.05226764347818158,-0.07495624687936564,0.22222222222222227,0.21111111111111114,0.8666171298751831,0.5263157894736842,0.47368421052631576
sentence-transformers/LaBSE,english_gold,full_sentence,hinglish,10,0.6921925634145737,0.12026482938057514,10,0.49047248512506486,0.1929180423115008,10,0.38209678083658216,0.175480161438431,0.31009578257799153,0.20172007828950883,0.93,0.8500000000000001,0.6032544076442719,0.9,0.8
sentence-transformers/LaBSE,same_language_gold,short,en,10,0.44569837749004365,0.1085580236298461,10,0.4943295791745186,0.13560255605949442,10,0.3486855313181877,0.11112916999641645,0.09701284617185596,-0.048631201684474934,0.7700000000000001,0.38,0.4584130793809891,0.75,0.75
sentence-transformers/LaBSE,same_language_gold,short,hi,9,0.4299655192428165,0.11715446796871327,10,0.4887196749448776,0.12624340046089155,10,0.3843596652150154,0.09469556517685551,0.045605854027801096,-0.058754155702061106,0.6555555555555556,0.36666666666666664,0.37999197840690613,0.6842105263157895,0.5789473684210527
sentence-transformers/LaBSE,same_language_gold,short,hinglish,10,0.4046368286013603,0.10457239448968879,10,0.4732260301709175,0.19600243148186264,10,0.2589473143219948,0.1496318192387698,0.1456895142793655,-0.06858920156955722,0.76,0.35,0.26016865670681,0.75,0.55
sentence-transformers/LaBSE,same_language_gold,full_sentence,en,10,0.7161285638809204,0.06847417675649262,10,0.8831182658672333,0.05064719291066467,10,0.8414380848407745,0.06069468626280478,-0.12530952095985415,-0.1669897019863129,0.10999999999999997,0.019999999999999997,0.5861744417419433,0.5,0.5
sentence-transformers/LaBSE,same_language_gold,full_sentence,hi,9,0.8176091843181186,0.059642387563960834,10,0.9093551695346832,0.04892849422581583,10,0.8848242878913879,0.04789042915917778,-0.06721510357326932,-0.09174598521656463,0.15555555555555556,0.08888888888888888,0.9268922076950074,0.5263157894736842,0.47368421052631576
sentence-transformers/LaBSE,same_language_gold,full_sentence,hinglish,10,0.43574030343443154,0.20052530644099506,10,0.8484649360179901,0.1059436412101476,10,0.7849912643432617,0.0893334797088517,-0.3492509609088302,-0.41272463258355857,0.04000000000000001,0.039999999999999994,0.027890689911484717,0.5,0.2
intfloat/multilingual-e5-base,english_gold,short,en,10,0.8311606585979462,0.020069803954818805,10,0.8037729084491729,0.02728122650328322,10,0.7755736351013184,0.030971344002795862,0.05558702349662781,0.02738775014877326,0.9199999999999999,0.81,0.8087997138500214,0.9,0.5
intfloat/multilingual-e5-base,english_gold,short,hi,9,0.8289308216836717,0.02235640848313896,10,0.8181521594524384,0.022124157178431733,10,0.8012407481670379,0.022780261184560703,0.027690073516633773,0.01077866223123336,0.7888888888888889,0.6000000000000001,0.7999804615974426,0.7894736842105263,0.47368421052631576
intfloat/multilingual-e5-base,english_gold,short,hinglish,10,0.8226688802242279,0.022316723098214555,10,0.8204037368297576,0.03549667242506464,10,0.8048876762390137,0.021703958617754093,0.01778120398521421,0.0022651433944702593,0.76,0.43000000000000005,0.8170864880084991,0.75,0.5
intfloat/multilingual-e5-base,english_gold,full_sentence,en,10,0.8837890744209289,0.016449098618802113,10,0.8584783136844635,0.025041421218343966,10,0.8474905073642731,0.02404248510843273,0.036298567056655795,0.025310760736465432,0.9,0.7999999999999999,0.8768151104450226,0.9,0.5
intfloat/multilingual-e5-base,english_gold,full_sentence,hi,9,0.8745813634660509,0.023786058536283815,10,0.8761154651641846,0.024932832684641554,10,0.8691708326339722,0.014672492494876664,0.005410530832078653,-0.0015341016981337274,0.6333333333333333,0.5,0.8800535798072815,0.7368421052631579,0.47368421052631576
intfloat/multilingual-e5-base,english_gold,full_sentence,hinglish,10,0.8732393682003021,0.023757105346330673,10,0.8494491696357727,0.03674594609262693,10,0.8285196781158447,0.024368961561623863,0.04471969008445742,0.023790198564529463,0.89,0.69,0.8484175801277161,0.85,0.5
intfloat/multilingual-e5-base,same_language_gold,short,en,10,0.8311606585979462,0.020069803954818805,10,0.8037729084491729,0.02728122650328322,10,0.7755736351013184,0.030971344002795862,0.05558702349662781,0.02738775014877326,0.9199999999999999,0.81,0.8087997138500214,0.9,0.5
intfloat/multilingual-e5-base,same_language_gold,short,hi,9,0.8406937917073568,0.029155480455946934,10,0.8250645995140076,0.029298585769708122,10,0.80389564037323,0.030611552371926497,0.03679815133412678,0.01562919219334924,0.8111111111111111,0.6333333333333333,0.8077954947948456,0.7368421052631579,0.47368421052631576
intfloat/multilingual-e5-base,same_language_gold,short,hinglish,10,0.8108007669448852,0.03318782446349047,10,0.8341703653335572,0.02339041071492604,10,0.8070968389511108,0.018580540410912807,0.003703927993774392,-0.02336959838867192,0.5900000000000001,0.26999999999999996,0.8170864880084991,0.7,0.5
intfloat/multilingual-e5-base,same_language_gold,full_sentence,en,10,0.8837890744209289,0.016449098618802113,10,0.8584783136844635,0.025041421218343966,10,0.8474905073642731,0.02404248510843273,0.036298567056655795,0.025310760736465432,0.9,0.7999999999999999,0.8768151104450226,0.9,0.5
intfloat/multilingual-e5-base,same_language_gold,full_sentence,hi,9,0.9148695336447822,0.011718224713933734,10,0.9063524663448334,0.017220915446503372,10,0.8977138221263885,0.01265069324967775,0.01715571151839368,0.008517067299948833,0.8111111111111111,0.6666666666666667,0.9143904745578766,0.7894736842105263,0.47368421052631576
intfloat/multilingual-e5-base,same_language_gold,full_sentence,hinglish,10,0.8342121064662933,0.030861223867218672,10,0.900080531835556,0.029002053838347266,10,0.8863732039928436,0.016061678765433147,-0.05216109752655029,-0.06586842536926274,0.06999999999999999,0.06999999999999999,0.7797784342041015,0.5,0.5
google/muril-base-cased,english_gold,short,en,10,0.9898467779159545,0.0019388209218115318,10,0.9916256368160248,0.0014964706118229716,10,0.9912047803401947,0.0013734134431399527,-0.0013580024242401123,-0.0017788589000702348,0.27999999999999997,0.24,0.9918737709522247,0.6,0.5
google/muril-base-cased,english_gold,short,hi,9,0.9881499608357748,0.0014767506598324601,10,0.9899005353450775,0.001961363463615992,10,0.9894030749797821,0.0017354051391005071,-0.0012531141440073057,-0.0017505745093027159,0.29999999999999993,0.26666666666666666,0.986914187669754,0.5263157894736842,0.47368421052631576
google/muril-base-cased,english_gold,short,hinglish,10,0.9878016889095307,0.0015048463122472179,10,0.9901148855686188,0.001854767648769871,10,0.9899294137954712,0.0016717058078821658,-0.002127724885940485,-0.0023131966590881348,0.19,0.17,0.985865904258728,0.5,0.5
google/muril-base-cased,english_gold,full_sentence,en,10,0.9969785213470459,0.0008303990509052973,10,0.9991912126541138,0.0006798443893466632,10,0.9994646430015564,0.0003130600791728633,-0.0024861216545104536,-0.0022126913070679155,0.0,0.029999999999999992,0.9955235852470398,0.5,0.5
google/muril-base-cased,english_gold,full_sentence,hi,9,0.9930312832196554,0.0007107389063556704,10,0.9939818322658539,0.0009291778762451091,10,0.993957108259201,0.0008557913998988158,-0.0009258250395456358,-0.0009505490461985122,0.18888888888888888,0.22222222222222218,0.995097504688263,0.5263157894736842,0.47368421052631576
google/muril-base-cased,english_gold,full_sentence,hinglish,10,0.9926191687583923,0.0010743173165137208,10,0.9928003311157226,0.001664168950421261,10,0.9926754891872406,0.001433887848138706,-5.6320428848288806e-05,-0.00018116235733034447,0.46,0.43999999999999995,0.9906357228755951,0.6,0.5
google/muril-base-cased,same_language_gold,short,en,10,0.9898467779159545,0.0019388209218115318,10,0.9916256368160248,0.0014964706118229716,10,0.9912047803401947,0.0013734134431399527,-0.0013580024242401123,-0.0017788589000702348,0.27999999999999997,0.24,0.9918737709522247,0.6,0.5
google/muril-base-cased,same_language_gold,short,hi,9,0.9887694981363084,0.002400528190725316,10,0.9905478894710541,0.0032959774573814477,10,0.9898537039756775,0.0031839572175997215,-0.001084205839369079,-0.001778391334745666,0.2777777777777778,0.25555555555555554,0.9819699227809906,0.5263157894736842,0.47368421052631576
google/muril-base-cased,same_language_gold,short,hinglish,10,0.9872112214565277,0.0023646389974176342,10,0.9900102496147156,0.0023851039866009316,10,0.9896521031856537,0.002360308368650035,-0.002440881729125932,-0.0027990281581878884,0.24000000000000002,0.2,0.9823943509330749,0.5,0.5
google/muril-base-cased,same_language_gold,full_sentence,en,10,0.9969785213470459,0.0008303990509052973,10,0.9991912126541138,0.0006798443893466632,10,0.9994646430015564,0.0003130600791728633,-0.0024861216545104536,-0.0022126913070679155,0.0,0.029999999999999992,0.9955235852470398,0.5,0.5
google/muril-base-cased,same_language_gold,full_sentence,hi,9,0.997318426767985,0.0009400675795929245,10,0.9991234064102172,0.0006592189196972659,10,0.9993371188640594,0.00046105192713166357,-0.002018692096074415,-0.0018049796422322517,0.033333333333333326,0.05555555555555554,0.9999030099639893,0.5263157894736842,0.47368421052631576
google/muril-base-cased,same_language_gold,full_sentence,hinglish,10,0.990885728597641,0.0030385842467218595,10,0.9989044785499572,0.0008523221415949934,10,0.9993538141250611,0.000271858053490895,-0.008468085527420066,-0.008018749952316218,0.0,0.0,0.9865138663520813,0.5,0.5
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,short,en,10,0.6204351365566254,0.15074493530329972,10,0.5835970133543015,0.1701581762905265,10,0.4626253753900528,0.14513409110057343,0.15780976116657264,0.036838123202323936,0.78,0.57,0.6533869206905365,0.8,0.65
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,short,hi,9,0.6367907226085663,0.11906271397942447,10,0.5967675805091858,0.18383586625419895,10,0.5010721236467361,0.1479094245132171,0.13571859896183014,0.040023142099380515,0.7333333333333334,0.6,0.6734319627285004,0.7894736842105263,0.631578947368421
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,short,hinglish,10,0.6182461649179458,0.15114839669784452,10,0.5282646089792251,0.2680476874105731,10,0.4532261162996292,0.1807698872150852,0.1650200486183166,0.0899815559387207,0.77,0.56,0.49845345318317413,0.75,0.7
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,full_sentence,en,10,0.8959015130996704,0.05011743284848362,10,0.8424591839313507,0.0824073848825568,10,0.7680949032306671,0.0865428439372013,0.12780660986900327,0.0534423291683197,0.8799999999999999,0.6799999999999999,0.816073477268219,0.85,0.5
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,full_sentence,hi,9,0.8840022153324552,0.060947300077386454,10,0.8086932301521301,0.09658375673811383,10,0.752689391374588,0.09108539888982033,0.13131282395786714,0.07530898518032503,0.8888888888888888,0.7333333333333334,0.8709247708320618,0.8947368421052632,0.47368421052631576
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,full_sentence,hinglish,10,0.8015295147895813,0.15256872984643235,10,0.4579428493976593,0.2209660913123632,10,0.389610505849123,0.16284024866590638,0.41191900894045835,0.34358666539192206,0.96,0.91,0.6660560965538025,0.95,0.8
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,short,en,10,0.6204351365566254,0.15074493530329972,10,0.5835970133543015,0.1701581762905265,10,0.4626253753900528,0.14513409110057343,0.15780976116657264,0.036838123202323936,0.78,0.57,0.6533869206905365,0.8,0.65
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,short,hi,9,0.6077269415060679,0.1411237328121357,10,0.5858563214540482,0.19429716886211834,10,0.4901751637458801,0.14688878303884031,0.11755177776018777,0.021870620052019674,0.711111111111111,0.5555555555555556,0.6937912404537201,0.7368421052631579,0.5789473684210527
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,short,hinglish,10,0.5284464957192541,0.25716644738489036,10,0.6501392275094986,0.17484421109401735,10,0.49339739382267,0.1450872637754956,0.035049101896584056,-0.12169273179024453,0.6300000000000001,0.39,0.6657739877700806,0.7,0.55
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,full_sentence,en,10,0.8959015130996704,0.05011743284848362,10,0.8424591839313507,0.0824073848825568,10,0.7680949032306671,0.0865428439372013,0.12780660986900327,0.0534423291683197,0.8799999999999999,0.6799999999999999,0.816073477268219,0.85,0.5
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,full_sentence,hi,9,0.9197471340497335,0.0293539532610334,10,0.8528574943542481,0.0985373322433302,10,0.7796422660350799,0.0982270471153331,0.1401048680146536,0.06688963969548545,0.9666666666666666,0.611111111111111,0.8882282078266144,0.9473684210526315,0.47368421052631576
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,full_sentence,hinglish,10,0.54337297976017,0.27172704126482505,10,0.9056559860706329,0.0464838063355146,10,0.8460270643234253,0.08548258204221731,-0.3026540845632554,-0.36228300631046295,0.11,0.029999999999999995,0.041403202580451964,0.5,0.25
