encoder,gold_mode,gold_length,variant,n_correct,mean_correct,std_correct,n_wrong_hard,mean_wrong_hard,std_wrong_hard,n_wrong_subtle,mean_wrong_subtle,std_wrong_subtle,n_minimal_hard,mean_minimal_hard,std_minimal_hard,n_minimal_subtle,mean_minimal_subtle,std_minimal_subtle,separation_wrong_hard,roc_auc_wrong_hard,best_threshold_wrong_hard,best_accuracy_wrong_hard,accuracy_at_0.5_wrong_hard,separation_wrong_subtle,roc_auc_wrong_subtle,best_threshold_wrong_subtle,best_accuracy_wrong_subtle,accuracy_at_0.5_wrong_subtle,separation_minimal_hard,roc_auc_minimal_hard,best_threshold_minimal_hard,best_accuracy_minimal_hard,accuracy_at_0.5_minimal_hard,separation_minimal_subtle,roc_auc_minimal_subtle,best_threshold_minimal_subtle,best_accuracy_minimal_subtle,accuracy_at_0.5_minimal_subtle
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,hi,9,0.8640282352765402,0.06193950260353644,9,0.9200553430451287,0.06309257619844687,9,0.9292825526661344,0.045167730783737856,9,0.819216357337104,0.08270802881773548,8,0.8557337298989296,0.049391088190959546,-0.05602710776858855,0.2716049382716049,0.761012388633728,0.5,0.5,-0.0652543173895942,0.14814814814814814,0.761012388633728,0.5,0.5,0.044811877939436195,0.6975308641975309,0.891514778137207,0.7222222222222222,0.5,0.008294505377610562,0.5694444444444444,0.9054578244686127,0.7058823529411765,0.5294117647058824
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,hinglish,10,0.7286328673362732,0.09689950069069898,10,0.9063866436481476,0.0387825807660771,10,0.9199089288711548,0.05202850456588834,8,0.6662005856633186,0.09227546559343494,7,0.7061891385487148,0.08507069463039077,-0.1777537763118744,0.06,0.5519007577171325,0.5,0.5,-0.19127606153488164,0.019999999999999997,0.5519007577171325,0.5,0.5,0.06243228167295456,0.7124999999999999,0.7256549000740051,0.7222222222222222,0.5555555555555556,0.022443728787558404,0.6,0.5478652715682983,0.6470588235294118,0.5882352941176471
sentence-transformers/LaBSE,english_gold,short,en,10,0.4154196947813034,0.11428270604250255,10,0.3486855313181877,0.11112916999641645,10,0.4943295791745186,0.13560255605949442,9,0.2682179874844021,0.08781420365557562,10,0.3749058797955513,0.10927071444301287,0.06673416346311573,0.7200000000000001,0.47749389708042145,0.75,0.65,-0.07890988439321517,0.31999999999999995,0.13798530237579346,0.5,0.4,0.1472017072969013,0.8444444444444446,0.30548152327537537,0.7894736842105263,0.631578947368421,0.04051381498575213,0.63,0.35244177281856537,0.7,0.6
sentence-transformers/LaBSE,english_gold,short,hi,9,0.4004604501856698,0.11454994294088185,9,0.38214946786562604,0.09206969116000485,9,0.45872651040554047,0.10826464930150322,9,0.3174164940913518,0.09864493064554664,8,0.37783045694231987,0.10253826759055344,0.018310982320043745,0.6172839506172839,0.4336318373680115,0.6666666666666666,0.4444444444444444,-0.058266060219870686,0.34567901234567905,0.16987661855125427,0.5,0.2777777777777778,0.08304395609431797,0.7530864197530864,0.4293363392353058,0.8333333333333334,0.5,0.02262999324334991,0.6111111111111112,0.4406907558441162,0.7058823529411765,0.4117647058823529
sentence-transformers/LaBSE,english_gold,short,hinglish,10,0.37470951229333876,0.1895770257908464,10,0.2389445997774601,0.15270892441496525,10,0.3946009885519743,0.22283273488004224,8,0.20560812298208475,0.1319081218074577,7,0.388981289097241,0.20497037283875977,0.13576491251587866,0.71,0.4125325083732605,0.75,0.6,-0.01989147625863552,0.42,0.031751083210110664,0.55,0.4,0.169101389311254,0.7875,0.4323606491088867,0.8333333333333334,0.5555555555555556,-0.014271776803902236,0.4714285714285715,0.037629267441272735,0.5882352941176471,0.47058823529411764
sentence-transformers/LaBSE,english_gold,full_sentence,en,10,0.68848215341568,0.08741411425624353,10,0.8414380848407745,0.06069468626280478,10,0.8831182658672333,0.05064719291066467,9,0.5912286043167114,0.07472668769013753,10,0.6473606169223786,0.06757732566199283,-0.15295593142509456,0.06999999999999998,0.5532784594764709,0.5,0.5,-0.19463611245155332,0.019999999999999997,0.5532784594764709,0.5,0.5,0.09725354909896855,0.8111111111111111,0.550523191690445,0.7894736842105263,0.5263157894736842,0.041121536493301414,0.62,0.7176274359226227,0.65,0.5
sentence-transformers/LaBSE,english_gold,full_sentence,hi,9,0.7069348825348748,0.09058724762143888,9,0.8073395689328512,0.05214316495607226,9,0.8181133204036288,0.062325858959273596,9,0.6385148399406009,0.08332217715803808,8,0.6821673288941383,0.0787183748490462,-0.1004046863979764,0.12345679012345681,0.5384644402732849,0.5,0.5,-0.11117843786875403,0.14814814814814814,0.5384644402732849,0.5,0.5,0.06842004259427392,0.7530864197530864,0.7316295504570007,0.7777777777777778,0.5555555555555556,0.02476755364073646,0.625,0.7414516508579254,0.7058823529411765,0.5294117647058824
sentence-transformers/LaBSE,english_gold,full_sentence,hinglish,10,0.5078752182424069,0.1854669942660217,10,0.38209678083658216,0.175480161438431,10,0.49047248512506486,0.1929180423115008,8,0.4040095638483763,0.15598845486426294,7,0.5058589109352657,0.21024186370084894,0.12577843740582473,0.7300000000000001,0.42336905002593994,0.75,0.65,0.01740273311734203,0.5,0.2849588394165039,0.6,0.5,0.10386565439403062,0.7125,0.5669804215431213,0.7222222222222222,0.6111111111111112,0.0020163073071411963,0.4857142857142857,0.07907432900571823,0.5882352941176471,0.5294117647058824
sentence-transformers/LaBSE,same_language_gold,short,en,10,0.4154196947813034,0.11428270604250255,10,0.3486855313181877,0.11112916999641645,10,0.4943295791745186,0.13560255605949442,9,0.2682179874844021,0.08781420365557562,10,0.3749058797955513,0.10927071444301287,0.06673416346311573,0.7200000000000001,0.47749389708042145,0.75,0.65,-0.07890988439321517,0.31999999999999995,0.13798530237579346,0.5,0.4,0.1472017072969013,0.8444444444444446,0.30548152327537537,0.7894736842105263,0.631578947368421,0.04051381498575213,0.63,0.35244177281856537,0.7,0.6
sentence-transformers/LaBSE,same_language_gold,short,hi,9,0.39627261294258964,0.11231667020076579,9,0.385152636302842,0.09978638760343644,9,0.46461550063557094,0.10907843858500316,9,0.32094113114807343,0.11892033260200371,8,0.37358208745718,0.0874429398246004,0.01111997663974762,0.5555555555555556,0.3594135195016861,0.6111111111111112,0.5,-0.0683428876929813,0.2962962962962963,0.2409432961215973,0.5,0.3888888888888889,0.07533148179451621,0.6419753086419753,0.3513606786727905,0.6666666666666666,0.5555555555555556,0.02269052548540962,0.5694444444444444,0.4761578291654587,0.6470588235294118,0.5294117647058824
sentence-transformers/LaBSE,same_language_gold,short,hinglish,10,0.37783429101109506,0.1634405022965124,10,0.2589473143219948,0.1496318192387698,10,0.4732260301709175,0.19600243148186264,8,0.2025263155810535,0.09351583095108922,7,0.3923564319099699,0.1745183533945158,0.11888697668910025,0.6699999999999999,0.28724947571754456,0.75,0.6,-0.09539173915982246,0.33,0.08037133142352104,0.55,0.35,0.17530797543004156,0.825,0.2846626490354538,0.8333333333333334,0.5555555555555556,-0.014522140898874825,0.5,0.11113100336694717,0.5882352941176471,0.47058823529411764
sentence-transformers/LaBSE,same_language_gold,full_sentence,en,10,0.68848215341568,0.08741411425624353,10,0.8414380848407745,0.06069468626280478,10,0.8831182658672333,0.05064719291066467,9,0.5912286043167114,0.07472668769013753,10,0.6473606169223786,0.06757732566199283,-0.15295593142509456,0.06999999999999998,0.5532784594764709,0.5,0.5,-0.19463611245155332,0.019999999999999997,0.5532784594764709,0.5,0.5,0.09725354909896855,0.8111111111111111,0.550523191690445,0.7894736842105263,0.5263157894736842,0.041121536493301414,0.62,0.7176274359226227,0.65,0.5
sentence-transformers/LaBSE,same_language_gold,full_sentence,hi,9,0.7901851336161295,0.04755006053057282,9,0.8926247821913825,0.04404371317392143,9,0.9113768140474955,0.051177405261610825,9,0.730873790052202,0.05522058981332801,8,0.7682164013385773,0.03946279316702157,-0.102439648575253,0.0740740740740741,0.6882479919662475,0.5,0.5,-0.12119168043136597,0.0740740740740741,0.6882479919662475,0.5,0.5,0.05931134356392753,0.8271604938271605,0.7961903512477875,0.8333333333333334,0.5,0.02196873227755225,0.6805555555555556,0.797057032585144,0.7647058823529411,0.5294117647058824
sentence-transformers/LaBSE,same_language_gold,full_sentence,hinglish,10,0.6382159113883972,0.14166811016277459,10,0.7849912643432617,0.0893334797088517,10,0.8484649360179901,0.1059436412101476,8,0.5132743082940578,0.10687704752042429,7,0.6397853025368282,0.154083180297694,-0.14677535295486455,0.16000000000000003,0.40434713499450686,0.5,0.4,-0.21024902462959294,0.12,0.40434713499450686,0.5,0.4,0.12494160309433933,0.775,0.5753931999206543,0.7777777777777778,0.6666666666666666,-0.0015693911484310208,0.5428571428571429,0.3769679516553879,0.6470588235294118,0.5294117647058824
intfloat/multilingual-e5-base,english_gold,short,en,10,0.8276181757450104,0.02043562748807565,10,0.7755736351013184,0.030971344002795862,10,0.8037729084491729,0.02728122650328322,9,0.7990500463379754,0.029527627186635427,10,0.8190930843353271,0.02182038222396535,0.05204454064369202,0.8999999999999999,0.8083984553813934,0.9,0.5,0.02384526729583747,0.77,0.806576669216156,0.8,0.5,0.028568129407035014,0.788888888888889,0.820475697517395,0.7894736842105263,0.5263157894736842,0.008525091409683272,0.68,0.8111512064933777,0.7,0.5
intfloat/multilingual-e5-base,english_gold,short,hi,9,0.8123491538895501,0.03184518953704874,9,0.8057634366883172,0.019288681093446284,9,0.8207042349709405,0.02187998897487817,9,0.7955081131723192,0.029020756273468003,8,0.8077241703867912,0.03103686120797405,0.00658571720123291,0.5555555555555556,0.795813113451004,0.6111111111111112,0.5,-0.00835508108139038,0.3827160493827161,0.8297994136810303,0.6111111111111112,0.5,0.016841040717230915,0.654320987654321,0.794917494058609,0.7222222222222222,0.5,0.0046249835027588615,0.5555555555555556,0.7592491507530212,0.5882352941176471,0.5294117647058824
intfloat/multilingual-e5-base,english_gold,short,hinglish,10,0.8244864702224731,0.033134339673982785,10,0.8048876762390137,0.021703958617754093,10,0.8204037368297576,0.03549667242506464,8,0.8013781979680061,0.027851115003651162,7,0.8195597784859794,0.034155440392736935,0.019598793983459428,0.74,0.8259491324424744,0.8,0.5,0.004082733392715476,0.48000000000000004,0.781718522310257,0.6,0.5,0.02310827225446699,0.725,0.8270479440689087,0.7777777777777778,0.5555555555555556,0.004926691736493738,0.5857142857142856,0.8397581875324249,0.6470588235294118,0.5882352941176471
intfloat/multilingual-e5-base,english_gold,full_sentence,en,10,0.8772252917289733,0.017910425772115605,10,0.8474905073642731,0.02404248510843273,10,0.8584783136844635,0.025041421218343966,9,0.8487402598063151,0.028094747816892765,10,0.8669793963432312,0.019403563284717033,0.02973478436470023,0.86,0.8776235282421112,0.9,0.5,0.018746978044509865,0.76,0.8809522986412048,0.85,0.5,0.028485031922658277,0.8333333333333334,0.8769662976264954,0.8421052631578947,0.5263157894736842,0.010245895385742165,0.61,0.8761798739433289,0.7,0.5
intfloat/multilingual-e5-base,english_gold,full_sentence,hi,9,0.8670307795206705,0.020921861501073995,9,0.8695138560401069,0.015428078677017065,9,0.8776660097969903,0.025820070740832316,9,0.8517405523194207,0.018192136961624302,8,0.8598480895161629,0.019728068860497844,-0.0024830765194363558,0.4938271604938272,0.8800912499427795,0.6111111111111112,0.5,-0.01063523027631974,0.3703703703703704,0.8262238039245605,0.5,0.5,0.01529022720124984,0.7037037037037037,0.8717139661312103,0.7222222222222222,0.5,0.007182690004507664,0.6111111111111112,0.8799325227737427,0.6470588235294118,0.5294117647058824
intfloat/multilingual-e5-base,english_gold,full_sentence,hinglish,10,0.8402743458747863,0.03585489949381328,10,0.8285196781158447,0.024368961561623863,10,0.8494491696357727,0.03674594609262693,8,0.8160024657845497,0.027533143129425227,7,0.8326947433607919,0.03475181148578746,0.011754667758941628,0.68,0.8451241850852966,0.75,0.5,-0.009174823760986328,0.38,0.8199901580810547,0.55,0.5,0.02427188009023662,0.725,0.8417204022407532,0.7777777777777778,0.5555555555555556,0.007579602513994477,0.5857142857142856,0.8464722633361816,0.6470588235294118,0.5882352941176471
intfloat/multilingual-e5-base,same_language_gold,short,en,10,0.8276181757450104,0.02043562748807565,10,0.7755736351013184,0.030971344002795862,10,0.8037729084491729,0.02728122650328322,9,0.7990500463379754,0.029527627186635427,10,0.8190930843353271,0.02182038222396535,0.05204454064369202,0.8999999999999999,0.8083984553813934,0.9,0.5,0.02384526729583747,0.77,0.806576669216156,0.8,0.5,0.028568129407035014,0.788888888888889,0.820475697517395,0.7894736842105263,0.5263157894736842,0.008525091409683272,0.68,0.8111512064933777,0.7,0.5
intfloat/multilingual-e5-base,same_language_gold,short,hi,9,0.8169154855940077,0.030345575521792244,9,0.806486619843377,0.031209837606588946,9,0.8255777359008789,0.030840762123836494,9,0.8009432819154527,0.0349185083775531,8,0.813362829387188,0.026054070792661477,0.010428865750630734,0.5679012345679013,0.7686389982700348,0.6111111111111112,0.5,-0.008662250306871178,0.4320987654320988,0.7971601486206055,0.5555555555555556,0.5,0.015972203678555008,0.6296296296296297,0.7864347696304321,0.6666666666666666,0.5,0.003552656206819771,0.5555555555555556,0.7958277761936188,0.5882352941176471,0.5294117647058824
intfloat/multilingual-e5-base,same_language_gold,short,hinglish,10,0.8231614768505097,0.026875650842160183,10,0.8070968389511108,0.018580540410912807,10,0.8341703653335572,0.02339041071492604,8,0.803369015455246,0.021689437231498538,7,0.8210979104042053,0.023703129811973023,0.016064637899398826,0.69,0.8259491324424744,0.75,0.5,-0.011008888483047485,0.32999999999999996,0.7827081813087463,0.5,0.5,0.019792461395263694,0.6875,0.8137522637844086,0.7222222222222222,0.5555555555555556,0.0020635664463043435,0.5571428571428572,0.7824965417385101,0.6470588235294118,0.5882352941176471
intfloat/multilingual-e5-base,same_language_gold,full_sentence,en,10,0.8772252917289733,0.017910425772115605,10,0.8474905073642731,0.02404248510843273,10,0.8584783136844635,0.025041421218343966,9,0.8487402598063151,0.028094747816892765,10,0.8669793963432312,0.019403563284717033,0.02973478436470023,0.86,0.8776235282421112,0.9,0.5,0.018746978044509865,0.76,0.8809522986412048,0.85,0.5,0.028485031922658277,0.8333333333333334,0.8769662976264954,0.8421052631578947,0.5263157894736842,0.010245895385742165,0.61,0.8761798739433289,0.7,0.5
intfloat/multilingual-e5-base,same_language_gold,full_sentence,hi,9,0.8956922425164117,0.022834097030521996,9,0.8988403810395135,0.012850327485440946,9,0.9092092315355936,0.015744839105750072,9,0.8792115251223246,0.02113239802262646,8,0.8872718885540962,0.01980029126699566,-0.0031481385231018066,0.4444444444444444,0.9169215857982635,0.6111111111111112,0.5,-0.013516989019181969,0.33333333333333337,0.9202216863632202,0.5555555555555556,0.5,0.016480717394087074,0.6666666666666667,0.8928355574607849,0.6666666666666666,0.5,0.008420353962315441,0.625,0.8735970556735992,0.6470588235294118,0.5294117647058824
intfloat/multilingual-e5-base,same_language_gold,full_sentence,hinglish,10,0.8767061173915863,0.02766727469565626,10,0.8863732039928436,0.016061678765433147,10,0.900080531835556,0.029002053838347266,8,0.8589099422097206,0.020472753987397948,7,0.8702419400215149,0.02349010303468981,-0.009667086601257258,0.45999999999999996,0.8870055079460144,0.6,0.5,-0.023374414443969704,0.25,0.8252053989639282,0.5,0.5,0.017796175181865714,0.725,0.8872166872024536,0.7777777777777778,0.5555555555555556,0.006464177370071433,0.5857142857142856,0.8245505094528198,0.6470588235294118,0.5882352941176471
google/muril-base-cased,english_gold,short,en,10,0.9900191843509674,0.0018941401424804934,10,0.9912047803401947,0.0013734134431399527,10,0.9916256368160248,0.0014964706118229716,9,0.9895925058258904,0.0017747311808894697,10,0.9899134457111358,0.0019116379597612747,-0.001185595989227295,0.29000000000000004,0.991613507270813,0.55,0.5,-0.0016064524650574175,0.24,0.9876977934112549,0.5,0.5,0.00042667852507694004,0.5944444444444444,0.9885790050029755,0.631578947368421,0.5263157894736842,0.00010573863983154297,0.49,0.9873755276203156,0.55,0.5
google/muril-base-cased,english_gold,short,hi,9,0.9879662791887919,0.0013447483525119092,9,0.9894492228825887,0.001823447387174885,9,0.9896817472245958,0.0019482563319350391,9,0.9877120786243014,0.0016176431591559503,8,0.9881002530455589,0.00141105171404542,-0.0014829436937968676,0.2839506172839506,0.986822247505188,0.5555555555555556,0.5,-0.0017154680358039132,0.2716049382716049,0.9858003987541198,0.5,0.5,0.0002542005644904366,0.5493827160493827,0.9864731431007385,0.6111111111111112,0.5,-0.00013397385676705564,0.4444444444444445,0.9857690036296844,0.5882352941176471,0.5294117647058824
google/muril-base-cased,english_gold,short,hinglish,10,0.9893125236034394,0.0016812633426347794,10,0.9899294137954712,0.0016717058078821658,10,0.9901148855686188,0.001854767648769871,8,0.9888952523469925,0.0015957374787359713,7,0.9889380591256278,0.0017756974361275637,-0.0006168901920318159,0.41000000000000003,0.9879181385040283,0.55,0.5,-0.0008023619651794656,0.41000000000000003,0.9880688190460205,0.6,0.5,0.0004172712564468606,0.5812499999999999,0.9858113825321198,0.6111111111111112,0.5555555555555556,0.00037446447781153136,0.5857142857142857,0.9881910085678101,0.7058823529411765,0.5882352941176471
google/muril-base-cased,english_gold,full_sentence,en,10,0.9969942927360534,0.0007646335731140424,10,0.9994646430015564,0.0003130600791728633,10,0.9991912126541138,0.0006798443893466632,9,0.9966910084088644,0.0007361182692449691,10,0.9967928469181061,0.000623617415319617,-0.0024703502655029075,0.0,0.9957676066627502,0.5,0.5,-0.0021969199180603693,0.039999999999999994,0.9957676066627502,0.5,0.5,0.0003032843271890684,0.638888888888889,0.9959771931171417,0.631578947368421,0.5263157894736842,0.00020144581794734329,0.57,0.9971074461936951,0.6,0.5
google/muril-base-cased,english_gold,full_sentence,hi,9,0.9927495386865404,0.0004977891503595635,9,0.9940688543849521,0.0008299893912022185,9,0.9940260052680969,0.0009694272298395224,9,0.9925156235694885,0.000594534088444769,8,0.9926716461777687,0.0005478914202199249,-0.001319315698411705,0.08641975308641975,0.992066813873291,0.5,0.5,-0.0012764665815565568,0.1481481481481482,0.992066813873291,0.5,0.5,0.00023391511705184165,0.6481481481481481,0.9923669099807739,0.6666666666666666,0.5,7.789250877165976e-05,0.5833333333333333,0.9923327565193176,0.6470588235294118,0.5294117647058824
google/muril-base-cased,english_gold,full_sentence,hinglish,10,0.9922862350940704,0.0010207713046370968,10,0.9926754891872406,0.001433887848138706,10,0.9928003311157226,0.001664168950421261,8,0.991979718208313,0.001059016655761603,7,0.9918587633541652,0.0011147986801933875,-0.0003892540931701438,0.43999999999999995,0.9906428754329681,0.6,0.5,-0.0005140960216521995,0.35,0.9904570579528809,0.6,0.5,0.0003065168857574463,0.56875,0.9907017648220062,0.6111111111111112,0.5555555555555556,0.00042747173990520526,0.6142857142857143,0.9907206892967224,0.7058823529411765,0.5882352941176471
google/muril-base-cased,same_language_gold,short,en,10,0.9900191843509674,0.0018941401424804934,10,0.9912047803401947,0.0013734134431399527,10,0.9916256368160248,0.0014964706118229716,9,0.9895925058258904,0.0017747311808894697,10,0.9899134457111358,0.0019116379597612747,-0.001185595989227295,0.29000000000000004,0.991613507270813,0.55,0.5,-0.0016064524650574175,0.24,0.9876977934112549,0.5,0.5,0.00042667852507694004,0.5944444444444444,0.9885790050029755,0.631578947368421,0.5263157894736842,0.00010573863983154297,0.49,0.9873755276203156,0.55,0.5
google/muril-base-cased,same_language_gold,short,hi,9,0.9883767167727152,0.0026812925555314677,9,0.9897989829381307,0.0033517216199628213,9,0.9902692834536234,0.0033607002549121113,9,0.9881292117966546,0.0027843999837522185,8,0.9882439002394676,0.0028018592786276902,-0.00142226616541552,0.2592592592592593,0.9811902046203613,0.5555555555555556,0.5,-0.0018925666809082031,0.2345679012345679,0.9814881815185547,0.5,0.5,0.0002475049760606307,0.5617283950617284,0.9878700971603394,0.6111111111111112,0.5,0.0001328165332475928,0.48611111111111116,0.9876558482646942,0.5882352941176471,0.5294117647058824
google/muril-base-cased,same_language_gold,short,hinglish,10,0.9889810383319855,0.0021772942306088334,10,0.9896521031856537,0.002360308368650035,10,0.9900102496147156,0.0023851039866009316,8,0.9884490966796875,0.0022321411650679255,7,0.9885337693350655,0.002288239663009268,-0.0006710648536681907,0.39,0.9876510202884674,0.55,0.5,-0.001029211282730147,0.36,0.9851203693618774,0.5,0.5,0.0005319416522979736,0.5812499999999999,0.9847881197929382,0.6111111111111112,0.5555555555555556,0.00044726899691993616,0.5714285714285715,0.9850682318210602,0.6470588235294118,0.5882352941176471
google/muril-base-cased,same_language_gold,full_sentence,en,10,0.9969942927360534,0.0007646335731140424,10,0.9994646430015564,0.0003130600791728633,10,0.9991912126541138,0.0006798443893466632,9,0.9966910084088644,0.0007361182692449691,10,0.9967928469181061,0.000623617415319617,-0.0024703502655029075,0.0,0.9957676066627502,0.5,0.5,-0.0021969199180603693,0.039999999999999994,0.9957676066627502,0.5,0.5,0.0003032843271890684,0.638888888888889,0.9959771931171417,0.631578947368421,0.5263157894736842,0.00020144581794734329,0.57,0.9971074461936951,0.6,0.5
