encoder,gold_mode,gold_length,variant,n_correct,mean_correct,std_correct,n_wrong_subtle,mean_wrong_subtle,std_wrong_subtle,n_wrong_hard,mean_wrong_hard,std_wrong_hard,separation,separation_subtle,roc_auc_hard,roc_auc_subtle,best_threshold_hard,best_accuracy_hard,accuracy_at_0.5_hard
google/muril-base-cased,english_gold,short,en,10,0.9900191843509674,0.0018941401424804934,10,0.9916256368160248,0.0014964706118229716,10,0.9912047803401947,0.0013734134431399527,-0.001185595989227295,-0.0016064524650574175,0.29000000000000004,0.24,0.991613507270813,0.55,0.5
google/muril-base-cased,english_gold,short,hi,9,0.9879662791887919,0.0013447483525119092,10,0.9899005353450775,0.001961363463615992,10,0.9894030749797821,0.0017354051391005071,-0.0014367957909902085,-0.0019342561562856186,0.28888888888888886,0.2444444444444445,0.986822247505188,0.5263157894736842,0.47368421052631576
google/muril-base-cased,english_gold,short,hinglish,10,0.9893125236034394,0.0016812633426347794,10,0.9901148855686188,0.001854767648769871,10,0.9899294137954712,0.0016717058078821658,-0.0006168901920318159,-0.0008023619651794656,0.41000000000000003,0.41000000000000003,0.9879181385040283,0.55,0.5
google/muril-base-cased,english_gold,full_sentence,en,10,0.9969942927360534,0.0007646335731140424,10,0.9991912126541138,0.0006798443893466632,10,0.9994646430015564,0.0003130600791728633,-0.0024703502655029075,-0.0021969199180603693,0.0,0.039999999999999994,0.9957676066627502,0.5,0.5
google/muril-base-cased,english_gold,full_sentence,hi,9,0.9927495386865404,0.0004977891503595635,10,0.9939818322658539,0.0009291778762451091,10,0.993957108259201,0.0008557913998988158,-0.0012075695726606606,-0.001232293579313537,0.1111111111111111,0.14444444444444443,0.995097504688263,0.5263157894736842,0.47368421052631576
google/muril-base-cased,english_gold,full_sentence,hinglish,10,0.9922862350940704,0.0010207713046370968,10,0.9928003311157226,0.001664168950421261,10,0.9926754891872406,0.001433887848138706,-0.0003892540931701438,-0.0005140960216521995,0.43999999999999995,0.35,0.9906428754329681,0.6,0.5
google/muril-base-cased,same_language_gold,short,en,10,0.9900191843509674,0.0018941401424804934,10,0.9916256368160248,0.0014964706118229716,10,0.9912047803401947,0.0013734134431399527,-0.001185595989227295,-0.0016064524650574175,0.29000000000000004,0.24,0.991613507270813,0.55,0.5
google/muril-base-cased,same_language_gold,short,hi,9,0.9883767167727152,0.0026812925555314677,10,0.9905478894710541,0.0032959774573814477,10,0.9898537039756775,0.0031839572175997215,-0.0014769872029622988,-0.0021711726983388857,0.25555555555555554,0.21111111111111108,0.9811902046203613,0.5263157894736842,0.47368421052631576
google/muril-base-cased,same_language_gold,short,hinglish,10,0.9889810383319855,0.0021772942306088334,10,0.9900102496147156,0.0023851039866009316,10,0.9896521031856537,0.002360308368650035,-0.0006710648536681907,-0.001029211282730147,0.39,0.36,0.9876510202884674,0.55,0.5
google/muril-base-cased,same_language_gold,full_sentence,en,10,0.9969942927360534,0.0007646335731140424,10,0.9991912126541138,0.0006798443893466632,10,0.9994646430015564,0.0003130600791728633,-0.0024703502655029075,-0.0021969199180603693,0.0,0.039999999999999994,0.9957676066627502,0.5,0.5
google/muril-base-cased,same_language_gold,full_sentence,hi,9,0.9969265460968018,0.0007131975217028241,10,0.9991234064102172,0.0006592189196972659,10,0.9993371188640594,0.00046105192713166357,-0.002410572767257646,-0.002196860313415483,0.0,0.022222222222222216,0.9999030099639893,0.5263157894736842,0.47368421052631576
google/muril-base-cased,same_language_gold,full_sentence,hinglish,10,0.9967388570308685,0.0007400580683708428,10,0.9989044785499572,0.0008523221415949934,10,0.9993538141250611,0.000271858053490895,-0.0026149570941925715,-0.002165621519088723,0.0,0.030000000000000006,0.9956064357032776,0.5,0.5
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,short,en,10,0.6456870555877685,0.13479288186667343,10,0.5835970133543015,0.1701581762905265,10,0.4626253753900528,0.14513409110057343,0.18306168019771574,0.062090042233467035,0.83,0.6,0.644715279340744,0.85,0.6
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,short,hi,9,0.5587563547823164,0.14954989407654293,10,0.5967675805091858,0.18383586625419895,10,0.5010721236467361,0.1479094245132171,0.0576842311355803,-0.038011225726869324,0.5777777777777777,0.4444444444444444,0.6943757832050323,0.6842105263157895,0.42105263157894735
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,short,hinglish,10,0.5420310139656067,0.19849739190112392,10,0.5282646089792251,0.2680476874105731,10,0.4532261162996292,0.1807698872150852,0.08880489766597749,0.013766404986381597,0.66,0.47000000000000003,0.7078290283679962,0.7,0.6
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,full_sentence,en,10,0.9043957233428955,0.033494237129107374,10,0.8424591839313507,0.0824073848825568,10,0.7680949032306671,0.0865428439372013,0.13630082011222844,0.061936539411544866,0.9299999999999999,0.75,0.8179083466529846,0.85,0.5
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,full_sentence,hi,9,0.8149571749899123,0.10372615418918324,10,0.8086932301521301,0.09658375673811383,10,0.752689391374588,0.09108539888982033,0.06226778361532426,0.006263944837782143,0.7222222222222222,0.5,0.8705282509326935,0.7368421052631579,0.47368421052631576
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,full_sentence,hinglish,10,0.529032438993454,0.12444038798224072,10,0.4579428493976593,0.2209660913123632,10,0.389610505849123,0.16284024866590638,0.139421933144331,0.0710895895957947,0.7300000000000001,0.5800000000000001,0.41158825159072876,0.8,0.7
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,short,en,10,0.6456870555877685,0.13479288186667343,10,0.5835970133543015,0.1701581762905265,10,0.4626253753900528,0.14513409110057343,0.18306168019771574,0.062090042233467035,0.83,0.6,0.644715279340744,0.85,0.6
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,short,hi,9,0.5356746448410882,0.16460988721088282,10,0.5858563214540482,0.19429716886211834,10,0.4901751637458801,0.14688878303884031,0.04549948109520807,-0.050181676612960024,0.5777777777777777,0.43333333333333335,0.7117068469524384,0.6842105263157895,0.42105263157894735
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,short,hinglish,10,0.5278210312128067,0.17541067080871803,10,0.6501392275094986,0.17484421109401735,10,0.49339739382267,0.1450872637754956,0.03442363739013665,-0.12231819629669194,0.6100000000000001,0.29000000000000004,0.37297412753105164,0.65,0.5
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,full_sentence,en,10,0.9043957233428955,0.033494237129107374,10,0.8424591839313507,0.0824073848825568,10,0.7680949032306671,0.0865428439372013,0.13630082011222844,0.061936539411544866,0.9299999999999999,0.75,0.8179083466529846,0.85,0.5
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,full_sentence,hi,9,0.847223268614875,0.11013758887133876,10,0.8528574943542481,0.0985373322433302,10,0.7796422660350799,0.0982270471153331,0.06758100257979505,-0.005634225739373111,0.7666666666666667,0.5,0.8871652185916901,0.7894736842105263,0.47368421052631576
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,full_sentence,hinglish,10,0.74622141122818,0.1546361465172072,10,0.9056559860706329,0.0464838063355146,10,0.8460270643234253,0.08548258204221731,-0.09980565309524536,-0.15943457484245294,0.31,0.12,0.38645632402801516,0.5,0.45
