encoder,gold_mode,gold_length,variant,mean_similarity_old,mean_similarity_new,mean_similarity_delta,roc_auc_hard_old,roc_auc_hard_new,roc_auc_hard_delta,roc_auc_subtle_old,roc_auc_subtle_new,roc_auc_subtle_delta,separation_old,separation_new,separation_delta,accuracy_at_0.5_hard_old,accuracy_at_0.5_hard_new,accuracy_at_0.5_hard_delta,best_accuracy_hard_old,best_accuracy_hard_new,best_accuracy_hard_delta
sentence-transformers/LaBSE,same_language_gold,short,en,0.44569837749004365,0.4154196947813034,-0.030278682708740234,0.7700000000000001,0.7200000000000001,-0.050000000000000044,0.38,0.31999999999999995,-0.06000000000000005,0.09701284617185596,0.06673416346311573,-0.030278682708740234,0.75,0.65,-0.09999999999999998,0.75,0.75,0.0
sentence-transformers/LaBSE,same_language_gold,short,hi,0.4299655192428165,0.39627261294258964,-0.033692906300226866,0.6555555555555556,0.5555555555555556,-0.09999999999999998,0.36666666666666664,0.26666666666666666,-0.09999999999999998,0.045605854027801096,0.01191294772757423,-0.033692906300226866,0.5789473684210527,0.5263157894736842,-0.052631578947368474,0.6842105263157895,0.631578947368421,-0.052631578947368474
sentence-transformers/LaBSE,same_language_gold,short,hinglish,0.4046368286013603,0.37783429101109506,-0.02680253759026524,0.76,0.6699999999999999,-0.09000000000000008,0.35,0.33,-0.019999999999999962,0.1456895142793655,0.11888697668910025,-0.02680253759026524,0.55,0.6,0.04999999999999993,0.75,0.75,0.0
sentence-transformers/LaBSE,same_language_gold,full_sentence,en,0.7161285638809204,0.68848215341568,-0.027646410465240412,0.10999999999999997,0.06999999999999998,-0.039999999999999994,0.019999999999999997,0.019999999999999997,0.0,-0.12530952095985415,-0.15295593142509456,-0.027646410465240412,0.5,0.5,0.0,0.5,0.5,0.0
sentence-transformers/LaBSE,same_language_gold,full_sentence,hi,0.8176091843181186,0.7901851336161295,-0.027424050701989056,0.15555555555555556,0.11111111111111108,-0.04444444444444448,0.08888888888888888,0.06666666666666665,-0.022222222222222227,-0.06721510357326932,-0.09463915427525837,-0.027424050701989056,0.47368421052631576,0.47368421052631576,0.0,0.5263157894736842,0.5263157894736842,0.0
sentence-transformers/LaBSE,same_language_gold,full_sentence,hinglish,0.43574030343443154,0.6382159113883972,0.20247560795396563,0.04000000000000001,0.16000000000000003,0.12000000000000002,0.039999999999999994,0.12,0.08,-0.3492509609088302,-0.14677535295486455,0.20247560795396563,0.2,0.4,0.2,0.5,0.5,0.0
intfloat/multilingual-e5-base,english_gold,short,en,0.8311606585979462,0.8276181757450104,-0.003542482852935791,0.9199999999999999,0.8999999999999999,-0.020000000000000018,0.81,0.77,-0.040000000000000036,0.05558702349662781,0.05204454064369202,-0.003542482852935791,0.5,0.5,0.0,0.9,0.9,0.0
intfloat/multilingual-e5-base,english_gold,short,hi,0.8289308216836717,0.8123491538895501,-0.016581667794121624,0.7888888888888889,0.6,-0.18888888888888888,0.6000000000000001,0.4222222222222223,-0.1777777777777778,0.027690073516633773,0.011108405722512149,-0.016581667794121624,0.47368421052631576,0.47368421052631576,0.0,0.7894736842105263,0.631578947368421,-0.1578947368421053
intfloat/multilingual-e5-base,english_gold,short,hinglish,0.8226688802242279,0.8244864702224731,0.001817589998245217,0.76,0.74,-0.020000000000000018,0.43000000000000005,0.48000000000000004,0.04999999999999999,0.01778120398521421,0.019598793983459428,0.001817589998245217,0.5,0.5,0.0,0.75,0.8,0.050000000000000044
intfloat/multilingual-e5-base,english_gold,full_sentence,en,0.8837890744209289,0.8772252917289733,-0.006563782691955566,0.9,0.86,-0.040000000000000036,0.7999999999999999,0.76,-0.039999999999999925,0.036298567056655795,0.02973478436470023,-0.006563782691955566,0.5,0.5,0.0,0.9,0.9,0.0
intfloat/multilingual-e5-base,english_gold,full_sentence,hi,0.8745813634660509,0.8670307795206705,-0.007550583945380329,0.6333333333333333,0.49999999999999994,-0.13333333333333336,0.5,0.38888888888888884,-0.11111111111111116,0.005410530832078653,-0.0021400531133016765,-0.007550583945380329,0.47368421052631576,0.47368421052631576,0.0,0.7368421052631579,0.631578947368421,-0.10526315789473684
intfloat/multilingual-e5-base,english_gold,full_sentence,hinglish,0.8732393682003021,0.8402743458747863,-0.03296502232551579,0.89,0.68,-0.20999999999999996,0.69,0.38,-0.30999999999999994,0.04471969008445742,0.011754667758941628,-0.03296502232551579,0.5,0.5,0.0,0.85,0.75,-0.09999999999999998
intfloat/multilingual-e5-base,same_language_gold,short,en,0.8311606585979462,0.8276181757450104,-0.003542482852935791,0.9199999999999999,0.8999999999999999,-0.020000000000000018,0.81,0.77,-0.040000000000000036,0.05558702349662781,0.05204454064369202,-0.003542482852935791,0.5,0.5,0.0,0.9,0.9,0.0
intfloat/multilingual-e5-base,same_language_gold,short,hi,0.8406937917073568,0.8169154855940077,-0.02377830611334908,0.8111111111111111,0.6,-0.21111111111111114,0.6333333333333333,0.43333333333333335,-0.19999999999999996,0.03679815133412678,0.013019845220777704,-0.02377830611334908,0.47368421052631576,0.47368421052631576,0.0,0.7368421052631579,0.631578947368421,-0.10526315789473684
intfloat/multilingual-e5-base,same_language_gold,short,hinglish,0.8108007669448852,0.8231614768505097,0.012360709905624434,0.5900000000000001,0.69,0.09999999999999987,0.26999999999999996,0.32999999999999996,0.06,0.003703927993774392,0.016064637899398826,0.012360709905624434,0.5,0.5,0.0,0.7,0.75,0.050000000000000044
intfloat/multilingual-e5-base,same_language_gold,full_sentence,en,0.8837890744209289,0.8772252917289733,-0.006563782691955566,0.9,0.86,-0.040000000000000036,0.7999999999999999,0.76,-0.039999999999999925,0.036298567056655795,0.02973478436470023,-0.006563782691955566,0.5,0.5,0.0,0.9,0.9,0.0
intfloat/multilingual-e5-base,same_language_gold,full_sentence,hi,0.9148695336447822,0.8956922425164117,-0.01917729112837052,0.8111111111111111,0.4666666666666666,-0.3444444444444445,0.6666666666666667,0.3666666666666667,-0.30000000000000004,0.01715571151839368,-0.0020215796099768424,-0.01917729112837052,0.47368421052631576,0.47368421052631576,0.0,0.7894736842105263,0.631578947368421,-0.1578947368421053
intfloat/multilingual-e5-base,same_language_gold,full_sentence,hinglish,0.8342121064662933,0.8767061173915863,0.042494010925293035,0.06999999999999999,0.45999999999999996,0.38999999999999996,0.06999999999999999,0.25,0.18,-0.05216109752655029,-0.009667086601257258,0.042494010925293035,0.5,0.5,0.0,0.5,0.6,0.09999999999999998
google/muril-base-cased,english_gold,short,en,0.9898467779159545,0.9900191843509674,0.00017240643501281738,0.27999999999999997,0.29000000000000004,0.010000000000000064,0.24,0.24,0.0,-0.0013580024242401123,-0.001185595989227295,0.00017240643501281738,0.5,0.5,0.0,0.6,0.55,-0.04999999999999993
google/muril-base-cased,english_gold,short,hi,0.9881499608357748,0.9879662791887919,-0.0001836816469829028,0.29999999999999993,0.28888888888888886,-0.011111111111111072,0.26666666666666666,0.2444444444444445,-0.02222222222222217,-0.0012531141440073057,-0.0014367957909902085,-0.0001836816469829028,0.47368421052631576,0.47368421052631576,0.0,0.5263157894736842,0.5263157894736842,0.0
google/muril-base-cased,english_gold,short,hinglish,0.9878016889095307,0.9893125236034394,0.0015108346939086692,0.19,0.41000000000000003,0.22000000000000003,0.17,0.41000000000000003,0.24000000000000002,-0.002127724885940485,-0.0006168901920318159,0.0015108346939086692,0.5,0.5,0.0,0.5,0.55,0.050000000000000044
google/muril-base-cased,english_gold,full_sentence,en,0.9969785213470459,0.9969942927360534,1.5771389007546155e-05,0.0,0.0,0.0,0.029999999999999992,0.039999999999999994,0.010000000000000002,-0.0024861216545104536,-0.0024703502655029075,1.5771389007546155e-05,0.5,0.5,0.0,0.5,0.5,0.0
google/muril-base-cased,english_gold,full_sentence,hi,0.9930312832196554,0.9927495386865404,-0.0002817445331150248,0.18888888888888888,0.1111111111111111,-0.07777777777777778,0.22222222222222218,0.14444444444444443,-0.07777777777777775,-0.0009258250395456358,-0.0012075695726606606,-0.0002817445331150248,0.47368421052631576,0.47368421052631576,0.0,0.5263157894736842,0.5263157894736842,0.0
google/muril-base-cased,english_gold,full_sentence,hinglish,0.9926191687583923,0.9922862350940704,-0.000332933664321855,0.46,0.43999999999999995,-0.020000000000000073,0.43999999999999995,0.35,-0.08999999999999997,-5.6320428848288806e-05,-0.0003892540931701438,-0.000332933664321855,0.5,0.5,0.0,0.6,0.6,0.0
google/muril-base-cased,same_language_gold,short,en,0.9898467779159545,0.9900191843509674,0.00017240643501281738,0.27999999999999997,0.29000000000000004,0.010000000000000064,0.24,0.24,0.0,-0.0013580024242401123,-0.001185595989227295,0.00017240643501281738,0.5,0.5,0.0,0.6,0.55,-0.04999999999999993
google/muril-base-cased,same_language_gold,short,hi,0.9887694981363084,0.9883767167727152,-0.0003927813635932198,0.2777777777777778,0.25555555555555554,-0.022222222222222254,0.25555555555555554,0.21111111111111108,-0.04444444444444445,-0.001084205839369079,-0.0014769872029622988,-0.0003927813635932198,0.47368421052631576,0.47368421052631576,0.0,0.5263157894736842,0.5263157894736842,0.0
google/muril-base-cased,same_language_gold,short,hinglish,0.9872112214565277,0.9889810383319855,0.0017698168754577415,0.24000000000000002,0.39,0.15,0.2,0.36,0.15999999999999998,-0.002440881729125932,-0.0006710648536681907,0.0017698168754577415,0.5,0.5,0.0,0.5,0.55,0.050000000000000044
google/muril-base-cased,same_language_gold,full_sentence,en,0.9969785213470459,0.9969942927360534,1.5771389007546155e-05,0.0,0.0,0.0,0.029999999999999992,0.039999999999999994,0.010000000000000002,-0.0024861216545104536,-0.0024703502655029075,1.5771389007546155e-05,0.5,0.5,0.0,0.5,0.5,0.0
google/muril-base-cased,same_language_gold,full_sentence,hi,0.997318426767985,0.9969265460968018,-0.0003918806711832312,0.033333333333333326,0.0,-0.033333333333333326,0.05555555555555554,0.022222222222222216,-0.033333333333333326,-0.002018692096074415,-0.002410572767257646,-0.0003918806711832312,0.47368421052631576,0.47368421052631576,0.0,0.5263157894736842,0.5263157894736842,0.0
google/muril-base-cased,same_language_gold,full_sentence,hinglish,0.990885728597641,0.9967388570308685,0.005853128433227495,0.0,0.0,0.0,0.0,0.030000000000000006,0.030000000000000006,-0.008468085527420066,-0.0026149570941925715,0.005853128433227495,0.5,0.5,0.0,0.5,0.5,0.0
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,short,en,0.6204351365566254,0.6456870555877685,0.0252519190311431,0.78,0.83,0.04999999999999993,0.57,0.6,0.030000000000000027,0.15780976116657264,0.18306168019771574,0.0252519190311431,0.65,0.6,-0.050000000000000044,0.8,0.85,0.04999999999999993
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,short,hi,0.6367907226085663,0.5587563547823164,-0.07803436782624984,0.7333333333333334,0.5777777777777777,-0.15555555555555567,0.6,0.4444444444444444,-0.15555555555555556,0.13571859896183014,0.0576842311355803,-0.07803436782624984,0.631578947368421,0.42105263157894735,-0.21052631578947367,0.7894736842105263,0.6842105263157895,-0.10526315789473684
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,short,hinglish,0.6182461649179458,0.5420310139656067,-0.0762151509523391,0.77,0.66,-0.10999999999999999,0.56,0.47000000000000003,-0.09000000000000002,0.1650200486183166,0.08880489766597749,-0.0762151509523391,0.7,0.6,-0.09999999999999998,0.75,0.7,-0.050000000000000044
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,full_sentence,en,0.8959015130996704,0.9043957233428955,0.008494210243225164,0.8799999999999999,0.9299999999999999,0.050000000000000044,0.6799999999999999,0.75,0.07000000000000006,0.12780660986900327,0.13630082011222844,0.008494210243225164,0.5,0.5,0.0,0.85,0.85,0.0
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,full_sentence,hi,0.8840022153324552,0.8149571749899123,-0.06904504034254288,0.8888888888888888,0.7222222222222222,-0.16666666666666663,0.7333333333333334,0.5,-0.2333333333333334,0.13131282395786714,0.06226778361532426,-0.06904504034254288,0.47368421052631576,0.47368421052631576,0.0,0.8947368421052632,0.7368421052631579,-0.1578947368421053
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,full_sentence,hinglish,0.8015295147895813,0.529032438993454,-0.27249707579612736,0.96,0.7300000000000001,-0.22999999999999987,0.91,0.5800000000000001,-0.32999999999999996,0.41191900894045835,0.139421933144331,-0.27249707579612736,0.8,0.7,-0.10000000000000009,0.95,0.8,-0.1499999999999999
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,short,en,0.6204351365566254,0.6456870555877685,0.0252519190311431,0.78,0.83,0.04999999999999993,0.57,0.6,0.030000000000000027,0.15780976116657264,0.18306168019771574,0.0252519190311431,0.65,0.6,-0.050000000000000044,0.8,0.85,0.04999999999999993
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,short,hi,0.6077269415060679,0.5356746448410882,-0.0720522966649797,0.711111111111111,0.5777777777777777,-0.1333333333333333,0.5555555555555556,0.43333333333333335,-0.12222222222222223,0.11755177776018777,0.04549948109520807,-0.0720522966649797,0.5789473684210527,0.42105263157894735,-0.1578947368421053,0.7368421052631579,0.6842105263157895,-0.05263157894736836
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,short,hinglish,0.5284464957192541,0.5278210312128067,-0.000625464506447404,0.6300000000000001,0.6100000000000001,-0.020000000000000018,0.39,0.29000000000000004,-0.09999999999999998,0.035049101896584056,0.03442363739013665,-0.000625464506447404,0.55,0.5,-0.050000000000000044,0.7,0.65,-0.04999999999999993
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,full_sentence,en,0.8959015130996704,0.9043957233428955,0.008494210243225164,0.8799999999999999,0.9299999999999999,0.050000000000000044,0.6799999999999999,0.75,0.07000000000000006,0.12780660986900327,0.13630082011222844,0.008494210243225164,0.5,0.5,0.0,0.85,0.85,0.0
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,full_sentence,hi,0.9197471340497335,0.847223268614875,-0.07252386543485856,0.9666666666666666,0.7666666666666667,-0.19999999999999984,0.611111111111111,0.5,-0.11111111111111105,0.1401048680146536,0.06758100257979505,-0.07252386543485856,0.47368421052631576,0.47368421052631576,0.0,0.9473684210526315,0.7894736842105263,-0.1578947368421052
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,full_sentence,hinglish,0.54337297976017,0.74622141122818,0.20284843146801002,0.11,0.31,0.2,0.029999999999999995,0.12,0.09,-0.3026540845632554,-0.09980565309524536,0.20284843146801002,0.25,0.45,0.2,0.5,0.5,0.0
